author,statement,source,date,target
Daniel Funke,"""Some people are going to die from the vaccine directly. But a large number of people are going to start getting horribly sick and get all kinds of autoimmune diseases.""",Sherri Tenpenny,"March 4, 2021",pants-fire
Amy Sherman,H.R. 1 would “prevent removal of ineligible voters from registration rolls.”,Elise Stefanik,"March 4, 2021",false
Chris Nichols,Voting-rights legislation proposed by Democrats in Congress called H.R. 1 “would force states to restore the voting rights of convicted felons—including violent felons convicted of murder or rape.”,Doug LaMalfa,"March 4, 2021",half-true
Tom Kertscher,"""Marco Rubio's 'red flag' gun confiscation bill"" calls for guns to be confiscated ""without due process, based on unsubstantiated accusations.""",National Association for Gun Rights,"March 4, 2021",barely-true
Bill McCarthy,"""While he was president, President Trump never encouraged Americans to get vaccinated.""",Rachel Maddow,"March 4, 2021",false
Eric Litke,Republicans are “trying to create a fake unemployment insurance crisis.”,Gordon Hintz,"March 4, 2021",false
Noah Y.,"Says Donald Trump will be re-inaugurated as president on March 4, 2021.",Facebook posts,"• March 3,",pants-fire
Louis Jacobson,"""The fastest-growing population in the United States is Hispanic.""",Joe Biden,"March 3, 2021",barely-true
Tom Kertscher,"Says he requested “10,000 National Guardsmen” for his Jan. 6 rally, but Nancy Pelosi “rejected it.”",Donald Trump,"March 2, 2021",false
Noah Y.,Says Rachel Levine supports “government-funded sex reassignment surgery without parental notification or authorization” for all children.,Facebook posts,"• March 2,",false
Samantha Putterman,Says a photo at CPAC shows evangelical leaders praying over a golden statue of former President Donald Trump.,Viral image,"March 2, 2021",false
Ciara O'Rourke,“Instagram has been limiting our posts so that no more than 7% of our friends see our posts.”,Viral image,"March 2, 2021",false
Amy Sherman,HR 1 “automatically registers every welfare recipient to vote.”,Donald Trump,"March 2, 2021",barely-true
Samantha Putterman,Says Al Gore said in 2009 that “the North Pole will be ice-free in the summer by 2013 because of man-made global warming.”,Facebook posts,"March 2, 2021",mostly-true
Jon Greenberg,"The $1.9 trillion relief package is “about a bridge for Chuck Schumer, a tunnel for Nancy Pelosi.”",Rick Scott,"March 2, 2021",barely-true
Warren Fiske,“All of the science and data say it’s perfectly safe to have teachers and students in the classroom.”,Pete Snyder,"March 2, 2021",false
Monique Curet,Says Nancy Pelosi bought $1.5 million “in foreign oil stock day before shut down of American line.”,Facebook posts,"March 1, 2021",false
Eric Litke,“More than 91% of the spending in this $1.9 trillion package is not used for pandemic relief.”,Scott Fitzgerald,"March 1, 2021",barely-true
Tom Kertscher,"“America has 133 million registered voters,” but “159 million votes” were cast in the 2020 presidential election.",Facebook posts,"March 1, 2021",false
Samantha Putterman,"Says Kaleb Torres, a young spokesperson for Shriners Hospitals for Children, has died.",Facebook posts,"March 1, 2021",false
Miriam Valverde,"Says Joe Biden “has effectively ordered a shutdown of ICE, halting virtually all deportations, everyone, murderers, everybody, no more.”",Donald Trump,"March 1, 2021",false
Ciara O'Rourke,Identification is required “to get into Washington DC.”,Facebook posts,"March 1, 2021",false
Amy Sherman,Says the American Civil Liberties Union opposes H.R. 1 on grounds that “it threatens our freedom of speech.”,Ronna McDaniel,"March 1, 2021",half-true
D.L. Davis,"“Biden’s plan will immediately let in 25,000 asylum-seekers who’d been waiting in Mexico as their cases were judged.”",Ron Johnson,"March 1, 2021",barely-true
Tom Kertscher,Says the Atlanta mayor is “shutting the city down for” the NBA All-Star Game weekend.,Facebook posts,"March 1, 2021",false
Jon Greenberg,"“There’s about 9% of (the American Rescue Plan) actually going to COVID, meaning 91% of it is not even COVID-related.”",Ted Budd,"March 1, 2021",half-true
Victoria Knight,"“Becerra supports Bernie’s government takeover of your health care, eliminating your employer-provided coverage.”",Tom Cotton,"March 1, 2021",true
Miriam Valverde,"The Biden administration “halted deportations for all illegal aliens — murderers, rapists, terrorists, MS-13 gang members are not being deported.""",Tom Cotton,"February 26, 2021",false
Tom Kertscher,The COVID-19 rescue bill includes money for a list of projects that are not COVID-related.,Stand for America,"February 26, 2021",mostly-true
John Pullano,"“New York, for all of their complaining, Gov. Cuomo's complaining, has only had a 1.5% decrease in revenue” due to the coronavirus pandemic.",Bill Cassidy,"February 26, 2021",barely-true
Noah Y.,"“If you take the vaccine, you'll be enrolled in a pharmacovigilance tracking system. It means that you've enrolled yourself in a medical trial.”",Simone Gold,"• February 26,",false
Daniel Funke,Says Jerry Nadler said “God has no authority in the House of Representatives”,Facebook posts,"February 26, 2021",false
Daniel Funke,"The COVID-19 vaccine could lead to prion diseases, Alzheimer’s, ALS and other neurodegenerative diseases.",J. Bart Classen,"February 26, 2021",pants-fire
Samantha Putterman,"Due to differing lockdown orders, New York has more COVID-19 cases, deaths, hospitalizations and job losses than Florida, and New York also lags on vaccinations.",Instagram posts,"February 26, 2021",barely-true
Louis Jacobson,“I have never sued a nun — any nuns.”,Xavier Becerra,"February 26, 2021",half-true
Brandon Mulder,“Subsidizing investment in wind has pushed gas and nuclear out. Now we live with the consequences.”,Dan Crenshaw,"February 26, 2021",false
Ciara O'Rourke,Says Joe Biden said a racial slur.,Facebook posts,"February 26, 2021",false
Jon Greenberg,"In the American Rescue Plan, “just about 1% of the money is for vaccines.”",Mitch McConnell,"February 26, 2021",mostly-true
Nusaiba Mizan,"The shutdown of the Keystone Pipeline project will mean “nearly 2,000 (union jobs lost) with Wisconsin companies”",Ron Johnson,"February 26, 2021",mostly-true
Bill McCarthy,Insulin prices rose “with the swipe of (Joe Biden’s) pen.”,Facebook posts,"February 25, 2021",false
Amy Sherman,"HR 1 will allow members of Congress to draw a second salary “worth an estimated $600,000 per year!”",Act for America,"February 25, 2021",false
Samantha Putterman,Says a video captures sound from the surface of Mars,Facebook posts,"February 25, 2021",false
Miriam Valverde,"“Just for the record, the Biden Administration IS separating children and parents.”",Glenn Beck,"February 25, 2021",false
Jessica Calefati,“We’re the only major gas-producing state in the US that doesn’t have a severance tax.”,Tom Wolf,"February 25, 2021",true
Samantha Putterman,"Says President Joe Biden canceled Trump’s “child sex ring operation, which saw thousands of arrests last year.”",Facebook posts,"February 25, 2021",false
Kiannah Sepeda-Miller,"“For the month of February, Illinois has been the vaccination leader among the 10 most populous states in the country.”",JB Pritzker,"February 25, 2021",half-true
Tom Kertscher,"Only Nancy Pelosi is “responsible for what happened at the Capitol” on Jan. 6, “security at the Capitol is her job.”",Facebook posts,"February 25, 2021",barely-true
Noah Y.,Nancy Pelosi explains how Democrats demonize political opponents through the “wrap-up smear.”,YouTube videos,"• February 25,",pants-fire
Ciara O'Rourke,"Says Coca-Cola CEO James Quincey said, “A few right winged nuts won’t affect our bottom line.”",Facebook posts,"February 24, 2021",false
Ciara O'Rourke,"Says Joe Biden tweeted, “the way white people talk leaving minorities confused.”",Viral image,"February 24, 2021",pants-fire
Bill McCarthy,"""The reality"" in Texas is that ""you’re flying helicopters, using fossil fuels, to put oil on wind turbines to defrost them.”",Lara Logan,"February 24, 2021",false
Ciara O'Rourke,"Photo shows “Earth, Venus and Jupiter as seen from Mars.”",Viral image,"February 24, 2021",false
Tom Kertscher,"“Oil is now $61.30 a barrel and rising drastically! On Jan. 5, it was about $25 a barrel.”",Facebook posts,"February 24, 2021",false
Daniel Funke,Facebook users can avoid “problems with your Facebook going against community standards” by changing your settings.,Facebook posts,"February 24, 2021",pants-fire
Ciara O'Rourke,“Nancy Pelosi has invited all illegals to her mansion at 2724 Pacific Ave San Francisco CA.”,Viral image,"February 24, 2021",false
Bill McCarthy,"""There's no evidence that white supremacists were responsible for what happened on Jan. 6. That's a lie.”",Tucker Carlson,"February 23, 2021",false
Noah Y.,“Joe Biden is handing our power grid to the Chinese Communist Party.”,Students for Trump,"• February 23,",false
Eric Litke,"“On average, 17% of a family’s income goes towards child care in Wisconsin.”",Sarah Godlewski,"February 23, 2021",half-true
Ciara O'Rourke,“Monticello power plant just outside of Pittsburg TX has been closed since 2018 because of renewable energy.”,Viral image,"February 23, 2021",barely-true
Ciara O'Rourke,"“Heidi Cruz, Ted’s wife, is managing director of Goldman Sachs. They oversee the Texas utilities.”",Facebook posts,"February 23, 2021",barely-true
Phil Galewitz,"The result of lockdowns “has been the destruction of millions of lives across America as well as increased deaths from suicide, substance abuse and despair without any corresponding benefit in Covid mortality.”",Ron DeSantis,"February 23, 2021",barely-true
Louis Jacobson,“COVID-19 infections down 61% from Trump’s last day. COVID-19 vaccinations up 85% from Trump’s last day. Competence Matters.”,Viral image,"February 23, 2021",mostly-true
Ciara O'Rourke,“Utah OFFICIALLY starts RECALL for Mitt Romney.”,Facebook posts,"February 23, 2021",false
Jon Greenberg,“There's over a trillion dollars of money unspent from previous (coronavirus) relief bills ... still sitting in a bank account.”,Steve Scalise,"February 23, 2021",half-true
Ciara O'Rourke,Jill Biden was a teenage babysitter for Joe Biden’s family.,Viral image,"February 22, 2021",false
Daniel Funke,“Joe Biden’s Dept. of Energy Blocked Texas from Increasing Power Ahead of Killer Storm”,Infowars,"February 22, 2021",pants-fire
Miriam Valverde,"“There is a direct connection between discriminatory policies within the USDA and the enormous land loss we have seen among Black farmers over the past century.""",Cory Booker,"February 22, 2021",true
Amy Sherman,"“The vast majority of the American people” support Biden’s $1.9 trillion rescue plan, “including a majority of Republicans.”",Joe Biden,"February 22, 2021",half-true
Victoria Knight,"The science says “open the schools, stop wearing masks outside, and everyone at low risk should start living normal lives.""",Buck Sexton,"February 19, 2021",false
Samantha Putterman,Says Joe Biden didn’t act in response to the emergency in Texas.,Facebook posts,"February 19, 2021",false
Ciara O'Rourke,"A Texas energy company billed a customer more than $200,000.",Viral image,"February 19, 2021",half-true
Madison Czopek,"“If you make $50,000/year, $36 of your taxes goes to food stamps. $4,000 goes to corporate subsidies.”",Facebook posts,"February 19, 2021",false
Amy Sherman,"“Energy experts and State House Dems, among others, were warning of this (the Texas power blackout) for years.”",Beto O'Rourke,"February 19, 2021",true
Daniel Funke,"Donald Trump's second impeachment ""cost $33 million.""",Facebook posts,"February 19, 2021",false
